Bike Station Latitude,Bike Station Longitude,Yelp Name,Distance,Review count,Rating,Price
59.91372007130073,10.735886645853412,Pier 42,846.001148191616,3,5.0,
59.91372007130073,10.735886645853412,Kino Victoria,430.6366218226923,6,4.5,$$
59.91372007130073,10.735886645853412,Espresso House,584.34646984515,4,4.8,
59.91372007130073,10.735886645853412,Susan's Deli,576.4118934759831,3,5.0,$
59.91372007130073,10.735886645853412,Henry and Sally's,908.3195798299934,3,5.0,
59.91372007130073,10.735886645853412,Pink Fish Grensen,374.091765238513,3,5.0,
59.91372007130073,10.735886645853412,Mesh Café,65.51981261050726,42,4.5,$
59.91372007130073,10.735886645853412,Mehfel,576.4635741855219,15,4.5,
59.91372007130073,10.735886645853412,Åpent Bakeri,935.3631282325948,15,4.5,$
59.91372007130073,10.735886645853412,Palmen,218.81695345492912,13,4.5,$$$
59.91372007130073,10.735886645853412,The Thief Bar,1042.2743603399306,9,4.4,$$$
59.91372007130073,10.735886645853412,The Edge,945.206390293162,7,4.4,$$$
59.91372007130073,10.735886645853412,Izakaya,599.5191662198084,43,4.4,$$
59.91372007130073,10.735886645853412,Ma Poule,1303.332100404673,12,4.4,$$
59.91372007130073,10.735886645853412,Flaneur Food,1120.2339910428682,5,4.4,
59.91372007130073,10.735886645853412,Sushi City Wok,760.3842174131512,5,4.4,$
59.91372007130073,10.735886645853412,Espresso House,928.8745205801855,5,4.4,$
59.91372007130073,10.735886645853412,Arakataka,869.1889378433513,45,4.4,$$$
59.91372007130073,10.735886645853412,Kvadrat Salat,490.46096678464704,15,4.4,$
59.91372007130073,10.735886645853412,Tørst SoulFood,751.1434425353248,5,4.4,$
59.91372007130073,10.735886645853412,Brasserie Paleo,340.6132289343655,20,4.4,$$$
59.903989,10.740627,Einer,822.9634705827381,5,5.0,
59.903989,10.740627,Statholderens Mat & Vinkjeller,620.8446944962674,7,4.9,$$$$
59.903989,10.740627,The Salmon,1063.983466438682,26,4.8,
59.903989,10.740627,Benares Indisk Restaurant and Bar,944.0573409361857,5,4.8,$$
59.903989,10.740627,Statholdergaarden og Statholderens Mat og Vinkjeller,618.9877783837688,19,4.7,$$$$
59.903989,10.740627,The Whisky Bar,655.6330453070578,22,4.6,$$
59.903989,10.740627,Starbucks,1002.0785373340826,8,4.6,$
59.903989,10.740627,Skyggesiden Bar,666.5695956024222,5,4.6,$$
59.903989,10.740627,Wok & Go Rådhusplassen,1006.7264379257464,7,4.6,$$$
59.903989,10.740627,Cielito Taquería,860.1767025854294,9,4.6,
59.903989,10.740627,Sushirull,1060.5549610227115,3,5.0,$
59.903989,10.740627,Pier 42,895.0105816521734,3,5.0,
59.903989,10.740627,Espresso House,1048.6368236432897,4,4.8,
59.903989,10.740627,Mehfel,705.9449681737426,15,4.5,
59.903989,10.740627,The Edge,1058.9611210107407,7,4.4,$$$
59.903989,10.740627,Stock,1090.59507721684,17,4.4,
59.903989,10.740627,Sushi City Wok,908.0233780976272,5,4.4,$
59.903989,10.740627,Kvadrat Salat,827.0937495316814,15,4.4,$
59.903989,10.740627,Mamma Pizza Osteria,835.0274484862902,89,4.3,$$
59.903989,10.740627,The Mini Bottle Gallery,628.0958649311586,6,4.3,$$$
59.903989,10.740627,Rent Mel Bakeri og Pizzeria,809.1181491593568,44,4.3,$
59.903989,10.740627,PARADIS Gelateria Tjuvholmen,1116.7770659568505,41,4.3,$
59.903989,10.740627,Gamle Raadhus Restaurant,651.7527017961297,13,4.3,$$
59.903989,10.740627,W.B. Samson - Egertorget,988.3278366701762,33,4.3,$$
59.903989,10.740627,Sentralen,783.1876461652688,31,4.3,$$
59.903989,10.740627,Mr. Bay,1100.6732772610596,14,4.3,$$$
59.903989,10.740627,Go'Grilla Food Truck,872.5785751721411,19,4.3,$
59.903989,10.740627,Stortorvet Charlies Kebab House,979.5340861544975,2,5.0,
59.903989,10.740627,Koie Ramen Munch,912.2594478426875,4,4.5,
59.903989,10.740627,Rest,569.8494925647839,2,5.0,
59.903989,10.740627,Klosterkroa,1087.188211359953,2,5.0,
59.903989,10.740627,Stockfleths Vestbanen,1005.585456523641,4,4.5,
59.903989,10.740627,Rodin's Bistro & Bar,924.1379027953744,8,4.3,$$
59.903989,10.740627,El Camino,907.7581831581743,2,5.0,
59.903989,10.740627,Paradis Gelateria Sørenga,655.3604628892612,2,5.0,
59.903989,10.740627,Ostara Bar,803.111128348553,2,5.0,
59.903989,10.740627,Vippa,236.3487913613836,21,4.2,$
59.903989,10.740627,Mantra,855.1457339934723,21,4.2,$$
59.903989,10.740627,Jonathan Sushi,892.6681120719585,10,4.2,
59.903989,10.740627,Beer Palace,1090.5956709354998,20,4.2,$$
59.903989,10.740627,Baker Hansen,881.5564676455314,5,4.2,$
59.903989,10.740627,Seaport Restaurant,694.9692140184757,5,4.2,
59.903989,10.740627,Risbolle Thai Cafe,901.3344566923646,31,4.2,$
59.903989,10.740627,Engebret Café,538.2763745700563,50,4.2,$$$
59.903989,10.740627,Døgnvill Burger Tjuvholmen,1072.3937982538687,41,4.2,$$
59.903989,10.740627,Gamle Logen,342.8882344946188,3,4.7,$$
59.903989,10.740627,Kusmi Tea,1174.3560547366403,3,4.7,$$
59.903989,10.740627,Oro,1006.4907111819043,12,4.2,$$$$
59.903989,10.740627,Kaffebrenneriet,1077.7267434212526,3,4.7,$
59.903989,10.740627,Bacchus Spiseri & Vinhus,1052.632758192365,34,4.1,$$
59.912711,10.735595,Happolati,665.9128699799672,9,5.0,$$$
59.912711,10.735595,Einer,743.6723741510414,5,5.0,
59.912711,10.735595,Bokbacka,1107.5413650986416,8,4.9,$$$$
59.912711,10.735595,Statholderens Mat & Vinkjeller,563.6252097578773,7,4.9,$$$$
59.912711,10.735595,The Salmon,869.4408672752103,26,4.8,
59.912711,10.735595,Benares Indisk Restaurant and Bar,66.22444938076126,5,4.8,$$
59.912711,10.735595,Statholdergaarden og Statholderens Mat og Vinkjeller,572.7183964750966,19,4.7,$$$$
59.912711,10.735595,Girotondo,847.8604037256557,7,4.7,
59.912711,10.735595,Torggata Botaniske,1002.5516477636173,34,4.7,$$
59.912711,10.735595,Hereford Steakhouse,401.4243583435955,6,4.7,$$
59.912711,10.735595,Nordvegan,366.3642351419032,24,4.7,$
59.912711,10.735595,The Whisky Bar,431.993341812131,22,4.6,$$
59.912711,10.735595,Gunnars Generasjonsbar,857.8997874391181,16,4.6,$$
59.912711,10.735595,Starbucks,589.628503785864,8,4.6,$
59.912711,10.735595,Sushi of Life,281.49058040356437,5,4.6,
59.912711,10.735595,Skyggesiden Bar,383.5703562964155,5,4.6,$$
59.912711,10.735595,Alex Sushi Solli Plass,852.0782325686155,55,4.6,$$$$
59.912711,10.735595,BaoHouse,1009.5273864152405,7,4.6,
59.912711,10.735595,Wok & Go Rådhusplassen,7.368870422158428,7,4.6,$$$
59.912711,10.735595,Katla,449.95331530592006,7,4.6,
59.912711,10.735595,Palace Grill,858.2927945120855,9,4.6,$$
59.912711,10.735595,Cielito Taquería,666.6308597832393,9,4.6,
59.912711,10.735595,Himkok,907.61623317662,74,4.6,$$
59.912711,10.735595,Ruffino Ristorante Italiano,533.8585489386616,29,4.5,$$
59.912711,10.735595,Den Glade Gris,582.4636352279998,177,4.5,$$
59.912711,10.735595,Bristol Bar,360.3564236381728,10,4.5,$$
59.912711,10.735595,Sushirull,804.3701052010753,3,5.0,$
59.912711,10.735595,Pier 42,822.3260647490469,3,5.0,
59.912711,10.735595,Kino Victoria,416.3602750223695,6,4.5,$$
59.912711,10.735595,Espresso House,595.6634386805996,4,4.8,
59.912711,10.735595,Susan's Deli,685.7701507693316,3,5.0,$
59.912711,10.735595,Henry and Sally's,967.9767343762,3,5.0,
59.912711,10.735595,Pink Fish Grensen,423.2472895058255,3,5.0,
59.912711,10.735595,Mesh Café,66.17032387748492,42,4.5,$
59.912711,10.735595,Mehfel,520.099251328933,15,4.5,
59.912711,10.735595,Åpent Bakeri,967.0462766145097,15,4.5,$
59.912711,10.735595,Palmen,267.67582581162026,13,4.5,$$$
59.912711,10.735595,The Thief Bar,961.6834617954878,9,4.4,$$$
59.912711,10.735595,The Edge,860.448688254791,7,4.4,$$$
59.912711,10.735595,Izakaya,704.0318493933223,43,4.4,$$
59.912711,10.735595,Flaneur Food,1171.4740574941645,5,4.4,
59.912711,10.735595,Sushi City Wok,741.2178900995315,5,4.4,$
59.912711,10.735595,Espresso House,930.1670136380154,5,4.4,$
59.912711,10.735595,Arakataka,928.0956433495804,45,4.4,$$$
59.912711,10.735595,Kvadrat Salat,454.5532503682416,15,4.4,$
59.912711,10.735595,Tørst SoulFood,771.195331432635,5,4.4,$
59.912711,10.735595,Brasserie Paleo,433.1380807029398,20,4.4,$$$
59.912711,10.735595,The Room,213.33418033793086,5,4.4,
59.912711,10.735595,Perestrojka,766.2961091158245,8,4.4,$$
59.912711,10.735595,Plah Home,1267.5301306013723,8,4.4,$
59.920852,10.733357,Happolati,492.72276172126607,9,5.0,$$$
59.920852,10.733357,Campo de Fiori,484.9021624626268,13,4.9,$$
59.920852,10.733357,Bokbacka,899.3983592363326,8,4.9,$$$$
59.920852,10.733357,Vesuvio Café,494.72271681383944,6,4.8,$
59.920852,10.733357,Benares Indisk Restaurant and Bar,980.0142738426756,5,4.8,$$
59.920852,10.733357,San Francisco Bread Bowl,1107.7110639987327,18,4.8,
59.920852,10.733357,Backstube,1085.1933448355842,26,4.8,$
59.920852,10.733357,Oslo Raw,966.1066572476545,4,5.0,
59.920852,10.733357,Girotondo,1125.90083932143,7,4.7,
59.920852,10.733357,Åpent Bakeri Frydenlund,339.4134251612308,7,4.7,$$
59.920852,10.733357,Brasserie Blanche,503.92532498555164,13,4.7,$$$
59.920852,10.733357,Hereford Steakhouse,720.243678122027,6,4.7,$$
59.920852,10.733357,Nordvegan,629.8262003770818,24,4.7,$
59.920852,10.733357,Poke Bowl Oslo,570.9413054983287,11,4.6,$
59.920852,10.733357,Gunnars Generasjonsbar,1133.0127337304998,16,4.6,$$
59.920852,10.733357,Sushi of Life,784.8562473123079,5,4.6,
59.920852,10.733357,Habits Coffee,250.72954563253722,17,4.6,$
59.920852,10.733357,Alex Sushi Solli Plass,981.4763010696136,55,4.6,$$$$
59.920852,10.733357,BaoHouse,208.907875187147,7,4.6,
59.920852,10.733357,Wok & Go Rådhusplassen,915.7091191316568,7,4.6,$$$
59.920852,10.733357,Katla,563.5177156143449,7,4.6,
59.920852,10.733357,Palace Grill,1011.6527454297311,9,4.6,$$
59.920852,10.733357,Ruffino Ristorante Italiano,723.7601105466962,29,4.5,$$
59.920852,10.733357,Den Glade Gris,332.5106146010527,177,4.5,$$
59.920852,10.733357,Bristol Bar,741.4861960011913,10,4.5,$$
59.920852,10.733357,Sushirull,1329.3599925696478,3,5.0,$
59.920852,10.733357,St Raw,756.6219469322014,4,4.8,$$$
59.920852,10.733357,Emilio's Vinbar,1077.9317701197997,3,5.0,$$
59.920852,10.733357,Kino Victoria,889.7183898009182,6,4.5,$$
59.920852,10.733357,Espresso House,1132.6186944992462,4,4.8,
59.920852,10.733357,J2 Restaurant,354.35877007314997,3,5.0,
59.920852,10.733357,Susan's Deli,469.9000219001958,3,5.0,$
59.920852,10.733357,Henry and Sally's,1099.5092202404937,3,5.0,
59.920852,10.733357,Wu Sushi,961.3838932291193,3,5.0,
59.920852,10.733357,Pink Fish Grensen,889.4880842913244,3,5.0,
59.920852,10.733357,Mesh Café,869.5695341077528,42,4.5,$
59.920852,10.733357,Åpent Bakeri,861.4662009552992,15,4.5,$
59.920852,10.733357,Palmen,855.076626218838,13,4.5,$$$
59.920852,10.733357,House Of Sushi,995.6886002987377,7,4.4,$$
59.920852,10.733357,Izakaya,550.9476368083502,43,4.4,$$
59.920852,10.733357,Cru,935.6145753102979,12,4.4,$$$$
59.920852,10.733357,Flaneur Food,825.4564031696772,5,4.4,
59.920852,10.733357,Espresso House,1054.6080067933344,5,4.4,$
59.920852,10.733357,Arakataka,1079.3740906798703,45,4.4,$$$
59.920852,10.733357,Tørst SoulFood,1213.342375828979,5,4.4,$
59.920852,10.733357,Brasserie Paleo,693.3106871178496,20,4.4,$$$
59.920852,10.733357,The Room,763.8957398125798,5,4.4,
59.920852,10.733357,Pizza Pancetta Briskeby,932.8387655617976,13,4.4,$
59.920852,10.733357,Perestrojka,1197.4869643316756,8,4.4,$$
59.920852,10.733357,Plah Home,853.4172845220071,8,4.4,$
59.93347989334691,10.726294394131088,Crêpes Maison,822.3913932904122,15,4.9,$
59.93347989334691,10.726294394131088,Poke Bowl Oslo,889.632222283223,11,4.6,$
59.93347989334691,10.726294394131088,Lofotstua,1011.4749487753072,11,4.6,$$
59.93347989334691,10.726294394131088,OsloK,210.53630302167056,11,4.5,$
59.93347989334691,10.726294394131088,PUST,701.8904935840222,25,4.5,$
59.93347989334691,10.726294394131088,Larsen Restaurant,813.2588752413891,13,4.5,$$
59.93347989334691,10.726294394131088,House Of Sushi,704.1565506270072,7,4.4,$$
59.93347989334691,10.726294394131088,Cru,712.933403913437,12,4.4,$$$$
59.93347989334691,10.726294394131088,Thai TakeAway,979.5403086788327,5,4.4,$
59.93347989334691,10.726294394131088,Deiglig,823.7943382268644,8,4.4,$
59.93347989334691,10.726294394131088,Pizza Pancetta Majorstua,514.614872195865,19,4.4,$$
59.93347989334691,10.726294394131088,Café Nero,835.2092441150776,15,4.3,$
59.93347989334691,10.726294394131088,Godt Brød Bisletthjørnet,893.0448336757304,9,4.3,$
59.93347989334691,10.726294394131088,L'ardoise,603.9525067479831,17,4.3,$$
59.93347989334691,10.726294394131088,Pizza Al Parco,783.4840614554095,2,5.0,
59.93347989334691,10.726294394131088,Sushi Adamstuen,405.3085195565447,4,4.5,$
59.93347989334691,10.726294394131088,Mini Thai & Sushi,898.3951893851912,17,4.2,$
59.93347989334691,10.726294394131088,NRK-kantina,486.240262187428,3,4.7,
59.93347989334691,10.726294394131088,Diamond Indian Cuisine,860.3710107659409,6,4.2,$$
59.93347989334691,10.726294394131088,Espresso House,713.9204262584223,6,4.2,$
59.93347989334691,10.726294394131088,Yummy House,833.1035579614123,3,4.7,
59.93347989334691,10.726294394131088,Den Gamle Major,783.5582654974924,29,4.1,$$
59.93347989334691,10.726294394131088,Kverneriet,800.4578243216553,65,4.1,$$
59.93347989334691,10.726294394131088,St. Lars,813.7950655083614,24,4.1,$$$
59.93347989334691,10.726294394131088,Den Grimme Ælling Bjarne Hvid Pedersen,1155.6051712688663,1,5.0,
59.93347989334691,10.726294394131088,SVFF U1,877.668015232755,7,4.0,$
59.93347989334691,10.726294394131088,Fredrikkebygningen,829.6391287887357,1,5.0,
59.93347989334691,10.726294394131088,Kjellern,718.8785056887127,5,4.0,$
59.93347989334691,10.726294394131088,Godt Brød,716.1339127858516,14,4.0,$$
59.93347989334691,10.726294394131088,Kims fastfood ni hao,835.2092441150776,6,4.0,$
59.93347989334691,10.726294394131088,Bicks Smart Environment,818.635952887085,1,5.0,$$$
59.93347989334691,10.726294394131088,Brødbakerne Bislett,746.8122290054289,4,4.3,$
59.93347989334691,10.726294394131088,Baker Hansen Schultzgate,741.2138417345252,5,4.0,$$
59.93347989334691,10.726294394131088,OSLO RAW Bakery,448.4442421844989,9,4.0,$
59.93347989334691,10.726294394131088,Gate of India,783.5582654974924,15,3.9,$$
59.93347989334691,10.726294394131088,Krishna's Cuisine,884.6342235531095,18,3.9,$
59.93347989334691,10.726294394131088,The Pub,887.2032544440468,8,3.9,$$$
59.93347989334691,10.726294394131088,Delicatessen,808.2826730978743,35,3.9,$$
59.93347989334691,10.726294394131088,Flyfisher Pub,736.1366625296007,6,3.8,$$
59.93347989334691,10.726294394131088,Parken Bakeri,1094.1148388878075,3,4.3,$$
59.93347989334691,10.726294394131088,Publiko,788.6149760420209,3,4.3,$$
59.93347989334691,10.726294394131088,Karabista,1134.6611419336805,5,3.8,
59.93347989334691,10.726294394131088,Heim Gastropub,981.6504378839562,5,3.8,
59.93347989334691,10.726294394131088,Arte Pazza,1015.6687811023279,20,3.8,$$
59.93347989334691,10.726294394131088,La Cetta,882.2214266710631,4,4.0,$
59.93347989334691,10.726294394131088,Baker Hansen Adamstuen,392.7401252375292,4,4.0,
59.93347989334691,10.726294394131088,Tesoro Pizzeria,952.5917182013982,2,4.5,
59.93347989334691,10.726294394131088,Cafe Afrikaden,738.2793272912822,2,4.5,$
59.93347989334691,10.726294394131088,RF-kjelleren,709.5229854236431,2,4.5,
59.93347989334691,10.726294394131088,Nippon Sushi,839.7817667235665,7,3.7,$$
59.904473,10.786167,Smia Galleri,221.5633931162658,13,4.7,$$
59.904473,10.786167,Klosterenga Café & Bar,897.3644826321912,3,5.0,$
59.904473,10.786167,Galgen,425.4292038535262,11,4.3,$
59.904473,10.786167,Kaffepilen,1077.8152576564519,1,5.0,$
59.904473,10.786167,Norð Helsfyr,1198.2685763586226,1,5.0,
59.904473,10.786167,Dr Pizza,467.6873524884892,4,4.3,$
59.904473,10.786167,Vårt Daglige Brød,1023.9481305857704,7,3.9,$
59.904473,10.786167,Roald & Umberto,1019.5261174780098,12,3.8,$
59.904473,10.786167,Never Forget Sushi,511.3193550176586,6,3.8,$$
59.904473,10.786167,Javelin Coffee & Tea,876.2436777628131,9,3.8,$
59.904473,10.786167,Wenches Cafè og Bar,923.4608230887133,2,4.5,
59.904473,10.786167,Fuglen Coffee Roasters,667.6860715317762,2,4.5,
59.904473,10.786167,The Times Bar,458.4072618426106,5,3.6,$$
59.904473,10.786167,Cafekontoret,1099.36403722606,16,3.6,$$
59.904473,10.786167,Jordal Haveli,478.7426934730367,5,3.4,$$
59.904473,10.786167,Kumi,1023.4659229494677,2,4.0,
59.904473,10.786167,Pizzabua,518.0044398312772,1,4.0,
59.904473,10.786167,Sushi Sumo,425.34839278335386,1,4.0,
59.904473,10.786167,Pizzeria La Pietra,411.588127161918,8,3.0,$$
59.904473,10.786167,Fred Restaurant og Cafe,600.9693065823736,1,4.0,
59.904473,10.786167,Solberg & Hansen,1150.8281138726159,1,4.0,
59.904473,10.786167,Vålerenga Vertshus,591.0963418290353,4,3.3,$$
59.904473,10.786167,Peppes Pizza,979.7215384217255,1,4.0,
59.904473,10.786167,Galgeberg Sushi,457.2054568071734,8,3.0,$
59.904473,10.786167,Brutus,1130.378855552497,6,2.8,
59.904473,10.786167,Fred Ma,600.9693065823736,2,3.5,$$
59.904473,10.786167,Ruinen,1017.8902890292774,5,2.6,$
59.904473,10.786167,Pizzamix,329.9501224696584,4,2.8,$
59.904473,10.786167,Halal Tøyen Burger,1105.6732237511585,8,2.5,$
59.904473,10.786167,Vålerenga Grill & Tikka,630.2671030473609,4,2.8,
59.904473,10.786167,Kampen Pub,695.4032126166,2,3.0,
59.904473,10.786167,Galgeberg Corner,444.46250067497067,2,3.0,$
59.904473,10.786167,L Bar & Bistro,1122.5926240649671,1,3.0,$
59.904473,10.786167,Sham Syrisk Kjøkken,1057.5734136192204,1,2.0,
59.904473,10.786167,Chng Filipino Cuisine,564.0448412142065,2,1.0,
59.904473,10.786167,Robert Pedersens Mat,772.9975875671491,0,0.0,
59.904473,10.786167,Suppekok Kristian Fiskvik Grøen,411.85836122521107,0,0.0,
59.904473,10.786167,Torgerstuen,784.2655237077039,0,0.0,
59.904473,10.786167,Matvogna Til Fredrik og Thomas,880.1232249086366,0,0.0,
59.904473,10.786167,Jora Trading,679.4985576636483,0,0.0,
59.904473,10.786167,Traktør Petter Svendsen,396.5879866253561,0,0.0,
59.904473,10.786167,Cafè Lungo,788.8170148242555,0,0.0,
59.904473,10.786167,Dd Dominiques Delikatesser Dominique Blanquet,998.147143080054,0,0.0,
59.904473,10.786167,Cafe Cito Morteza Fatehi,577.318386561816,0,0.0,
59.904473,10.786167,Orientalsk Kjøkken,556.7664745947383,0,0.0,
59.904473,10.786167,Annie Kathrine Spalder Larsen,775.7667606984755,0,0.0,
59.904473,10.786167,Abba & Anna Jenny Anna Rubach Utnes,1081.861981829788,0,0.0,
59.904473,10.786167,Ola Wang Nordic Trade Company,637.120168457785,0,0.0,
59.904473,10.786167,Hagen Cafe,1150.500293489894,0,0.0,
59.904473,10.786167,Blue Sky Grill & Pizzabar,1087.012181033415,0,0.0,
59.91564920880896,10.761724502548104,Einer,959.9405956725318,5,5.0,
59.91564920880896,10.761724502548104,Stangeriet,932.4431085530628,11,4.9,$
59.91564920880896,10.761724502548104,Adriatic Cafe +,1030.437085566209,6,4.8,$
59.91564920880896,10.761724502548104,Girotondo,654.9240430774221,7,4.7,
59.91564920880896,10.761724502548104,Haralds Vaffel,760.0202289975288,16,4.7,
59.91564920880896,10.761724502548104,Torggata Botaniske,530.1640387487295,34,4.7,$$
59.91564920880896,10.761724502548104,Champagneria Bodega,913.6201542293892,6,4.7,$$$
59.91564920880896,10.761724502548104,Gunnars Generasjonsbar,644.8592478910346,16,4.6,$$
59.91564920880896,10.761724502548104,Tim Wendelboe,925.5599942338606,129,4.6,$
59.91564920880896,10.761724502548104,Territoriet,435.59969008919313,18,4.6,$$
59.91564920880896,10.761724502548104,Cielito Taquería,965.757918302525,9,4.6,
59.91564920880896,10.761724502548104,Himkok,586.235210264903,74,4.6,$$
59.91564920880896,10.761724502548104,Le Benjamin,400.5807147014922,28,4.5,$$$
59.91564920880896,10.761724502548104,Ladegården Cafe,940.7007760096885,3,5.0,$
